gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC,hgnc_symbol,entrezgene
ENSG00000136813,1985.4373869929257,0.641867733968569,0.1002526541539411,6.40250115456256,1.5285197230046937e-10,2.9915630584537595e-9,0.641867733968569,1.5603479013643973,ECPAS,23392
ENSG00000114999,1172.3528909677639,0.8769768957858307,0.140187250599469,6.255753586975281,3.9560095412556874e-10,7.369293806603569e-9,0.8769768957858307,1.836522913148094,TTL,150465
ENSG00000155827,769.3666647632574,-0.7631508902624212,0.12964911205654095,-5.886279343969632,3.949864953069196e-9,6.397362110815307e-8,0.7631508902624212,-1.6971933021511894,RNF20,56254
ENSG00000136869,4268.412075427035,-0.8610068076082613,0.1480462853186828,-5.815794741184269,6.034647935167317e-9,9.500882267194738e-8,0.8610068076082613,-1.816305405976752,TLR4,7099
ENSG00000174485,686.6146608175823,0.7439687435716584,0.12935417643628186,5.751408760567754,8.850284062481894e-9,1.3601277461477857e-7,0.7439687435716584,1.6747766900756946,DENND4A,10260
ENSG00000103275,878.6978626466234,0.6319253222809842,0.11054591647981911,5.716405837535811,1.0880071451977262e-8,1.649574958705611e-7,0.6319253222809842,1.5496316468011262,UBE2I,7329
ENSG00000160216,757.8774066625178,0.6294277182416408,0.11409263965982618,5.5168126543334965,3.452030846407251e-8,4.832843184970152e-7,0.6294277182416408,1.5469512341841538,AGPAT3,56894
ENSG00000180263,958.7956743354956,-0.6758822613873489,0.12277080393313478,-5.505236096323501,3.686738509985347e-8,5.124301295893302e-7,0.6758822613873489,-1.5975734493094669,FGD6,55785
ENSG00000011304,1397.4443722090118,0.655038570141692,0.12012156024363775,5.4531307186911615,4.949066057898638e-8,6.740299029911499e-7,0.655038570141692,1.5746580507200527,PTBP1,5725
ENSG00000265491,686.9934052843553,0.6686327545367685,0.1262075012351692,5.297884420442406,1.1715207908523584e-7,1.4946836958006883e-6,0.6686327545367685,1.5895658182159011,RNF115,27246
ENSG00000165891,45.05413620397657,3.174183247874742,0.6034515696285367,5.260046385874273,1.4401906622952837e-7,1.8084622578348576e-6,3.174183247874742,9.026603565694266,E2F7,144455
ENSG00000138246,1994.7920988654575,-0.7701749532177996,0.14674653641832608,-5.248334795598066,1.534801869822536e-7,1.9165891493517985e-6,0.7701749532177996,-1.7054765912935237,DNAJC13,23317
ENSG00000157557,1466.1245354072284,0.6985333649802723,0.13376041898146732,5.2222725549106945,1.767405727938871e-7,2.182867129191351e-6,0.6985333649802723,1.6228541701514285,ETS2,2114
ENSG00000168438,433.07578979796995,-0.7649816478172842,0.14779345234143157,-5.17601852922434,2.266709555178106e-7,2.732172907685268e-6,0.7649816478172842,-1.6993483811305958,CDC40,51362
ENSG00000197312,981.7941333340024,-0.667933071573888,0.13016951567324644,-5.131255717740735,2.8781557806803945e-7,3.4264241881973286e-6,0.667933071573888,-1.5887950922924208,DDI2,84301
ENSG00000178700,168.35444918517456,-1.0860653436772185,0.2121010465304362,-5.120509122624106,3.0471187536440454e-7,3.6079966859459454e-6,1.0860653436772185,-2.1229425697047986,DHFR2,200895
ENSG00000143337,1410.6090860794607,-0.6651112334500836,0.13087564942041693,-5.0820090398445394,3.7346363449809345e-7,4.331665688638264e-6,0.6651112334500836,-1.5856905270743955,TOR1AIP1,26092
ENSG00000142166,5212.404127332104,0.5995064836217594,0.11878529769175253,5.046975469788162,4.4885895421508065e-7,5.170671632712735e-6,0.5995064836217594,1.5151981596394293,IFNAR1,3454
ENSG00000082068,287.52899489251286,-0.9348290534103879,0.18527679242331146,-5.045580945046456,4.5214542074526643e-7,5.202318735194711e-6,0.9348290534103879,-1.911664106495004,WDR70,55100
ENSG00000014919,571.700420741158,-0.68707751366593,0.1372719071190903,-5.00523033507399,5.579527261744797e-7,6.356994666203592e-6,0.68707751366593,-1.6100187766174514,COX15,1355
ENSG00000102699,1755.6533570552765,-0.6615215941294037,0.13299432156882404,-4.974058939704947,6.556535990742321e-7,7.407735400066762e-6,0.6615215941294037,-1.5817499981105363,PARP4,143
ENSG00000141580,792.5566511649608,0.6154145258515576,0.1238217936117,4.970163231373244,6.689655926557705e-7,7.535079408084717e-6,0.6154145258515576,1.5319981189368594,WDR45B,56270
ENSG00000132357,398.7803435287775,-0.8377770828436635,0.17189170557622668,-4.873865670453452,1.0943541630917564e-6,1.1774101592404864e-5,0.8377770828436635,-1.7872941406979825,CARD6,84674
ENSG00000005175,436.9747291018189,-0.7085213066399176,0.14589492124750186,-4.856380884143008,1.1955064174025417e-6,1.2750811347753923e-5,0.7085213066399176,-1.6341283551304258,RPAP3,79657
ENSG00000137764,141.34091793367563,-1.0683821936176419,0.22108704427648349,-4.832405250673855,1.3489331620265641e-6,1.4163798201278924e-5,1.0683821936176419,-2.097080428510445,MAP2K5,5607
ENSG00000198492,799.259055257194,0.5974975394819683,0.12434875423496292,4.805014277448796,1.547404624011763e-6,1.6011553278603735e-5,0.5974975394819683,1.513089723677106,YTHDF2,51441
ENSG00000147475,1042.100245618653,-0.6157574971354892,0.1288102107208581,-4.78034694368977,1.7499294065311652e-6,1.7942414930953354e-5,0.6157574971354892,-1.532362363498029,ERLIN2,11160
ENSG00000143157,834.650498285642,0.6183028738040433,0.12985325224135372,4.761550928696227,1.9211080187470866e-6,1.9578797924292088e-5,0.6183028738040433,1.5350683284695235,POGK,57645
ENSG00000162819,1487.5361868197217,-0.5874936241303982,0.12410390343888475,-4.73388513859043,2.202624058488484e-6,2.2098136325666363e-5,0.5874936241303982,-1.5026339714803716,BROX,148362
