"","gene","log2FoldChange","padj","hgnc_symbol"
"107","ENSG00000111331",1.56622350856957,0.0222691808057421,"OAS3"
"108","ENSG00000135929",2.01998063245291,0.0237162221667442,"CYP27A1"
"109","ENSG00000132514",1.59131292333691,0.0244315554946578,"CLEC10A"
"110","ENSG00000177374",1.79356404938924,0.0274480883737722,"HIC1"
"111","ENSG00000214212",1.56300737023158,0.0286567048234337,"C19orf38"
"112","ENSG00000182782",4.65397191383793,0.0293250291134231,"HCAR2"
"113","ENSG00000117090",4.70277015451086,0.0294403908784523,"SLAMF1"
"114","ENSG00000136859",-2.706795243089,0.0294628727696918,"ANGPTL2"
"115","ENSG00000115009",2.13768179396378,0.0312778069205645,"CCL20"
"116","ENSG00000129993",-1.50973973093462,0.0314480208737746,"CBFA2T3"
"117","ENSG00000131203",4.89268192617416,0.0332296052654155,"IDO1"
"118","ENSG00000102962",2.97805014847364,0.0345084694228844,"CCL22"
"119","ENSG00000076555",-1.95693574719664,0.037370199829487,"ACACB"
"120","ENSG00000166670",3.47120759436348,0.0375762141328997,"MMP10"
"121","ENSG00000161544",-1.58186253674537,0.0388828576302161,"CYGB"
"122","ENSG00000204025",-2.65469977746116,0.0398023930105362,"TRPC5OS"
"123","ENSG00000179388",-1.58060065652216,0.0448856469407888,"EGR3"
"124","ENSG00000185483",-1.8335048805829,0.0462706404708311,"ROR1"
"125","ENSG00000088882",-1.60081829118177,0.0463300290985909,"CPXM1"
"126","ENSG00000166394",2.27833108685192,0.0468904703405516,"CYB5R2"
"127","ENSG00000092345",4.90042813036688,0.0479685067957529,"DAZL"
"128","ENSG00000120949",1.56794895122014,0.0479685067957529,"TNFRSF8"
