"","gene","log2FoldChange","padj","hgnc_symbol"
"198","ENSG00000021762",-1.04266863720548,0.000510390251185798,"OSBPL5"
"199","ENSG00000146826",-0.927843836116696,0.000539375972752538,"C7orf43"
"200","ENSG00000147202",0.76448782723892,0.000569082144235569,"DIAPH2"
"201","ENSG00000160445",-0.603575209808034,0.000572829456319634,"ZER1"
"202","ENSG00000105662",-0.779177617139454,0.000579638797085079,"CRTC1"
"203","ENSG00000155438",0.69193056437445,0.000583568167168648,"NIFK"
"204","ENSG00000163811",0.807918936436326,0.000620550062729811,"WDR43"
"205","ENSG00000178761",-0.704376702481129,0.000620550062729811,"FAM219B"
"206","ENSG00000105926",1.35047742962114,0.000641028524057974,"MPP6"
"207","ENSG00000215440",-1.23611364549052,0.000641541833429078,"NPEPL1"
"208","ENSG00000123213",0.610751763645949,0.000645699597259601,"NLN"
"209","ENSG00000153317",0.613830253523548,0.000649217145843882,"ASAP1"
"210","ENSG00000139734",1.11211917615918,0.000652427457347133,"DIAPH3"
"211","ENSG00000010361",-1.37987742994443,0.000653770947518313,"FUZ"
"212","ENSG00000107443",0.711269297439212,0.00067047428147089,"CCNJ"
"213","ENSG00000196072",0.593393853950805,0.00067047428147089,"BLOC1S2"
"214","ENSG00000235194",-0.705564283377676,0.000680770249870402,"PPP1R3E"
"215","ENSG00000266074",-0.960670169820791,0.00070146532026891,"BAHCC1"
"216","ENSG00000104884",-0.772326956011478,0.000706069187943801,"ERCC2"
"217","ENSG00000164924",0.592643721340912,0.000784133269784482,"YWHAZ"
"218","ENSG00000180448",-0.827036299704217,0.000792330924086139,"ARHGAP45"
"219","ENSG00000214021",-0.669580045934586,0.000801424210508435,"TTLL3"
"220","ENSG00000185818",-1.60898989379927,0.000803264443312472,"NAT8L"
"221","ENSG00000142327",-0.661031289455285,0.000807107169954702,"RNPEPL1"
"222","ENSG00000173992",-0.959057332244171,0.000816059675161466,"CCS"
"223","ENSG00000149823",-0.709676148789531,0.000839647100904155,"VPS51"
"224","ENSG00000185504",-0.806327137606894,0.000844886565503428,"FAAP100"
"225","ENSG00000141295",-0.868764222551511,0.000852479548735542,"SCRN2"
"226","ENSG00000100503",0.621784281458357,0.000900197070924026,"NIN"
"227","ENSG00000094914",-0.764059599646901,0.000910852318599562,"AAAS"
"228","ENSG00000174371",1.27537434784468,0.000914970827954692,"EXO1"
"229","ENSG00000115325",-0.64545442210185,0.00093213951626376,"DOK1"
"230","ENSG00000197530",-1.10222201008874,0.000941328659045136,"MIB2"
"231","ENSG00000047365",0.885348581927326,0.000949828962981506,"ARAP2"
"232","ENSG00000119004",0.729242777338316,0.000953384518807075,"CYP20A1"
"233","ENSG00000141562",-0.590093489634238,0.00096946394830462,"NARF"
"234","ENSG00000104518",-1.11995113437204,0.000997104967542407,"GSDMD"
"235","ENSG00000198796",2.35212277888144,0.000997104967542407,"ALPK2"
"236","ENSG00000173548",-0.719860774916196,0.00101331631011934,"SNX33"
"237","ENSG00000147679",0.606448124790564,0.00104657363336143,"UTP23"
"238","ENSG00000115286",-0.817861408646089,0.00106204957536734,"NDUFS7"
"239","ENSG00000197162",-0.726960173935875,0.0010909718319701,"ZNF785"
"240","ENSG00000172932",-0.604007704973482,0.00109135863378108,"ANKRD13D"
"241","ENSG00000160551",0.630052516078562,0.00109846697352099,"TAOK1"
"242","ENSG00000101350",0.600559845198006,0.00111739864826437,"KIF3B"
"243","ENSG00000172115",0.664314050752883,0.00111739864826437,"CYCS"
"244","ENSG00000124920",-1.09957126743502,0.00113766985985767,"MYRF"
"245","ENSG00000198604",0.720325623624008,0.00115114536444974,"BAZ1A"
"246","ENSG00000164134",0.716217229071889,0.00116438403195509,"NAA15"
"247","ENSG00000127948",-0.783974667717627,0.00116727215339499,"POR"
"248","ENSG00000049449",1.01926011016426,0.00118893614530923,"RCN1"
"249","ENSG00000075275",-0.680299938280947,0.00118981232884149,"CELSR1"
"250","ENSG00000168078",2.56034648050496,0.00121887123847589,"PBK"
"251","ENSG00000144524",-0.681552614735613,0.00124622379824524,"COPS7B"
"252","ENSG00000170871",0.680445306925445,0.00126394352480506,"KIAA0232"
"253","ENSG00000168159",-0.585499134989305,0.00126472174703067,"RNF187"
"254","ENSG00000185947",0.616937552283345,0.00130267870327177,"ZNF267"
"255","ENSG00000108963",-0.992059656653086,0.00131254167991072,"DPH1"
"256","ENSG00000104365",-0.616277785853573,0.00132846596055061,"IKBKB"
"257","ENSG00000115966",0.587622074549364,0.00133814089990423,"ATF2"
"258","ENSG00000104946",-0.667547262544227,0.00135940783953221,"TBC1D17"
"259","ENSG00000205542",0.589414738966845,0.00137813676021378,"TMSB4X"
"260","ENSG00000155850",0.679224715757679,0.00139122838891243,"SLC26A2"
"261","ENSG00000072134",-0.673646152158011,0.00143790141842553,"EPN2"
"262","ENSG00000101773",0.706795698117082,0.00143790141842553,"RBBP8"
"263","ENSG00000183597",-0.682813638713507,0.00143790141842553,"TANGO2"
"264","ENSG00000147536",0.624301156533555,0.00144710809792039,"GINS4"
"265","ENSG00000157353",-0.742339610058923,0.0014610401053436,"FUK"
"266","ENSG00000132600",-0.845768305323689,0.00153685583739254,"PRMT7"
"267","ENSG00000018189",0.616288251978064,0.00156460776679202,"RUFY3"
"268","ENSG00000155115",0.607914893877838,0.00161075210093427,"GTF3C6"
"269","ENSG00000172869",0.649237368395752,0.00161499330849193,"DMXL1"
"270","ENSG00000097007",-0.656706511698524,0.00164154287392217,"ABL1"
"271","ENSG00000122490",-0.727118646816693,0.00166758846069463,"PQLC1"
"272","ENSG00000169733",-1.05229450508367,0.00168822612818943,"RFNG"
"273","ENSG00000123094",1.19136355123836,0.00169047756520757,"RASSF8"
"274","ENSG00000124006",-1.09772668580506,0.0016958207073995,"OBSL1"
"275","ENSG00000135503",0.647930049374194,0.00169885366631955,"ACVR1B"
"276","ENSG00000173456",-0.670758483250031,0.00171611698563387,"RNF26"
"277","ENSG00000104903",-0.828938401351174,0.00172378632266146,"LYL1"
"278","ENSG00000157625",0.612139125795144,0.00172927041059315,"TAB3"
"279","ENSG00000087157",-0.859977456308215,0.0018028035651696,"PGS1"
"280","ENSG00000075826",-1.08689715479511,0.00180781834355139,"SEC31B"
"281","ENSG00000071242",-1.08750203514087,0.00182085963834203,"RPS6KA2"
"282","ENSG00000006282",-1.02624156986531,0.00182662698781062,"SPATA20"
"283","ENSG00000189339",-0.590537666130703,0.00186139940580321,"SLC35E2B"
"284","ENSG00000103490",-0.828166903353418,0.00187213164301994,"PYCARD"
"285","ENSG00000196233",0.639950940492868,0.00187912734776169,"LCOR"
"286","ENSG00000143224",-0.649223392896239,0.00193808696359434,"PPOX"
"287","ENSG00000178163",0.617520944736313,0.00196738849076446,"ZNF518B"
"288","ENSG00000123552",0.624024766233644,0.00198861249937471,"USP45"
"289","ENSG00000165804",-0.858629381548597,0.00202463770858541,"ZNF219"
"290","ENSG00000181396",-0.799723798392192,0.0020502226106113,"OGFOD3"
"291","ENSG00000122359",-0.596203605912498,0.00205742235353285,"ANXA11"
"292","ENSG00000151320",1.24101347033564,0.00208169325801619,"AKAP6"
"293","ENSG00000105519",-1.09131973769118,0.00211971400518033,"CAPS"
"294","ENSG00000168056",-2.21937919480641,0.0021245531000162,"LTBP3"
"295","ENSG00000103245",-0.639979533644183,0.00213530794906447,"CIAO3"
"296","ENSG00000103253",-1.64239307196677,0.00213530794906447,"HAGHL"
"297","ENSG00000171298",-0.644877476266797,0.00219445910155572,"GAA"
"298","ENSG00000173960",0.640770767422335,0.00222162656529552,"UBXN2A"
"299","ENSG00000148341",-0.588054239838856,0.00234849488240752,"SH3GLB2"
"300","ENSG00000225828",-0.899298896917666,0.00234849488240752,"FAM229A"
"301","ENSG00000138378",0.994603348393298,0.00235715856334051,"STAT4"
"302","ENSG00000135723",-0.712038672037379,0.0024132736290231,"FHOD1"
"303","ENSG00000146067",-0.752647930346998,0.00241904820151268,"FAM193B"
"304","ENSG00000146216",4.91323856893766,0.0024378955767928,"TTBK1"
"305","ENSG00000158863",-0.668898375855293,0.00250054316662871,"FAM160B2"
"306","ENSG00000140006",0.668906602691332,0.00261970158074972,"WDR89"
"307","ENSG00000124587",-1.03740367321339,0.00268132468700307,"PEX6"
